100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
25	25	50	100	100	100	100	100	100	100	100	50
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	100	100	100	100	100	100	100	0
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
75	75	75	75	100	100	100	100	100	100	100	75
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
25	25	50	50	75	75	100	100	100	100	75	25
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
50	50	50	100	100	100	100	100	100	100	50	50
75	75	75	100	100	100	100	100	100	100	75	75
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	75	100	100	100	100	100	75	0
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	25	100	100	100	100	100	75	0
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	25	100	100	100	100	100	75	0
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
25	25	25	75	100	100	100	100	100	100	75	50
25	25	25	75	100	100	100	100	100	100	100	75
25	25	50	100	100	100	100	100	100	100	75	50
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	25	25	75	100	100	100	100	75	50
100	100	100	100	100	100	100	100	100	100	100	100
25	25	25	75	100	100	100	100	100	100	75	75
25	25	25	75	100	100	100	100	100	100	100	75
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	100	100	100	100	100	100	100	100	50
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	100	100	100	100	100	100	100	100	50
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	100	100	100	100	100	100	100	100	50
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	100	100	100	100	100	100	100	100	50
100	100	100	100	100	100	100	100	100	100	100	100
75	75	75	100	100	100	100	100	100	100	75	75
50	50	100	100	100	100	100	100	100	100	75	50
75	50	75	100	100	100	100	100	100	100	75	50
75	75	100	100	100	100	100	100	100	100	100	75
50	50	75	100	100	100	100	100	100	100	75	50
50	75	75	100	100	100	100	100	100	100	75	75
25	25	25	50	75	100	100	100	100	100	50	25
50	50	75	100	100	100	100	100	100	100	75	50
25	25	50	75	100	100	100	100	100	100	50	25
100	100	100	100	100	100	100	100	100	100	100	100
50	50	75	100	100	100	100	100	100	100	100	50
75	50	100	100	100	100	100	100	100	100	75	50
50	50	75	100	100	100	100	100	100	100	75	50
100	100	100	100	100	100	100	100	100	100	100	100
25	25	50	75	100	100	100	100	100	100	75	50
50	50	100	100	100	100	100	100	100	100	50	25
100	100	100	100	100	100	100	100	100	100	100	100
75	75	75	100	100	100	100	100	100	100	75	75
75	75	75	100	100	100	100	100	100	100	75	75
75	75	75	100	100	100	100	100	100	100	75	75
25	25	50	100	100	100	100	100	100	100	75	25
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
50	50	75	100	100	100	100	100	100	100	75	50
25	50	50	100	100	100	100	100	100	100	75	50
25	50	50	100	100	100	100	100	100	100	75	25
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	0	0	0	75	100	100	100	100	100	100	100
75	0	0	0	75	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
75	0	0	0	75	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	75	0	100	100	100	100	100	100	100	100
100	100	75	0	100	100	100	100	100	100	100	100
75	0	0	0	75	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
100	100	75	0	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100
